"","gloveOrHand","observation","year","iNaturalistID","observed_on","latitude","longitude","positional_accuracy","quality_grade","license","captive","taxon_id","recorded_by"
"705",1,"https://www.inaturalist.org/observations/66032001",2018,"66032001","2018-09-26","35.9337099799","-94.6913640582",27922,"research","CC-BY-NC",FALSE,235451,"adgeorge"
"706",1,"https://www.inaturalist.org/observations/66032002",2017,"66032002","2017-08-09","37.4097679564","-94.6322619504",17874,"research","CC-BY-NC",FALSE,40352,"adgeorge"
"707",0,"https://www.inaturalist.org/observations/66039911",2020,"66039911","2020-12-02","2.9857087502","16.2327066062",165,"research","CC-BY-NC",FALSE,40674,"sanghalodge"
"708",1,"https://www.inaturalist.org/observations/66078918",2020,"66078918",NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",0,"https://www.inaturalist.org/observations/66079495",2020,"66079495","2020-12-02","2.9856764376","16.2326127667",22,"research","CC-BY-NC",FALSE,40804,"sanghalodge"
"710",1,"https://www.inaturalist.org/observations/66088130",2020,"66088130",NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",1,"https://www.inaturalist.org/observations/66088628",2020,"66088628","2020-12-04","20.6332451791","-87.0639252663",247,"needs_id","CC-BY-NC",FALSE,41090,"jennlaru"
"712",0,"https://www.inaturalist.org/observations/66126995",2020,"66126995","2020-11-15","19.628730482","-90.7954492018",0,"needs_id","CC-BY-NC",FALSE,41109,"art_1733"
"713",0,"https://www.inaturalist.org/observations/66128244",2018,"66128244","2018-03-24","-34.224188629","138.8400495263",61,"research","CC-BY-NC",FALSE,40558,"corcoracidae"
"714",1,"https://www.inaturalist.org/observations/66144237",2020,"66144237","2020-11-28","-34.5875972287","-58.7481528148",47,"needs_id","CC-BY-NC",FALSE,41226,"jfps"
"715",1,"https://www.inaturalist.org/observations/66187125",2020,"66187125","2020-12-05","3.311305","-76.57425",12,"needs_id","CC-BY-NC",FALSE,40269,"ludocitrus"
"716",0,"https://www.inaturalist.org/observations/66242818",2020,"66242818","2020-12-04","2.9855430349","16.2322542997",22,"needs_id","CC-BY-NC",FALSE,40713,"sanghalodge"
"717",0,"https://www.inaturalist.org/observations/66245408",2010,"66245408","2010-05-05","6.0463816699","116.7018673453",477,"needs_id","CC-BY-NC",FALSE,846180,"bertharris"
"718",0,"https://www.inaturalist.org/observations/66247691",2020,"66247691","2020-12-04","2.985507795","16.2324769575",444,"research","CC-BY-NC",FALSE,40724,"sanghalodge"
"719",1,"https://www.inaturalist.org/observations/66250722",2020,"66250722","2020-12-07","56.3485950022","8.912945",507,"research","CC-BY-NC",FALSE,207811,"underbjerg1"
"720",0,"https://www.inaturalist.org/observations/66275577",2014,"66275577",NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",1,"https://www.inaturalist.org/observations/66289653",2019,"66289653","2019-06-30","8.8636133809","77.6560001302",828,"needs_id","CC-BY-NC",FALSE,40355,"viji1222"
"722",1,"https://www.inaturalist.org/observations/66291228",2019,"66291228","2019-07-05","8.4937635072","77.7209530966",8,"research","CC-BY-NC",FALSE,41322,"viji1222"
"723",1,"https://www.inaturalist.org/observations/66368331",2019,"66368331","2019-07-12","8.7279711184","77.687853092",55,"research","CC-BY-NC",FALSE,41376,"viji1222"
"724",0,"https://www.inaturalist.org/observations/66368358",2020,"66368358","2020-12-10","2.9856968294","16.2328101304",463,"research","CC-BY-NC",FALSE,41186,"sanghalodge"
"725",0,"https://www.inaturalist.org/observations/66430630",2008,"66430630",NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",1,"https://www.inaturalist.org/observations/66477262",2020,"66477262","2020-12-12","28.09754717","-82.64763667",0,"research","CC-BY-NC",FALSE,40569,"rob6110"
"727",1,"https://www.inaturalist.org/observations/66480294",2020,"66480294","2020-12-11","18.8965621704","-104.0301068036",10,"needs_id","CC-BY-NC",FALSE,41039,"lizcerv"
"728",1,"https://www.inaturalist.org/observations/66480347",2020,"66480347","2020-12-10","18.8965621704","-104.0301068036",10,"research","CC-BY-NC",FALSE,41168,"lizcerv"
"729",0,"https://www.inaturalist.org/observations/66480431",2020,"66480431","2020-12-10","18.8965621704","-104.0301068036",10,"research","CC-BY-NC",FALSE,41224,"lizcerv"
"730",1,"https://www.inaturalist.org/observations/66480538",2020,"66480538","2020-12-10","18.8965621704","-104.0301068036",10,"needs_id","CC-BY-NC",FALSE,41090,"lizcerv"
"731",0,"https://www.inaturalist.org/observations/66480939",2020,"66480939","2020-12-12","18.897685","-104.033105",8,"research","CC-BY-NC",FALSE,41200,"lizcerv"
"732",1,"https://www.inaturalist.org/observations/66537382",2020,"66537382","2020-12-13","16.9762739475","-96.4597957511",65,"research","CC-BY-NC",FALSE,41006,"coatzinjr"
"733",0,"https://www.inaturalist.org/observations/66630980",2020,"66630980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",0,"https://www.inaturalist.org/observations/66669949",2020,"66669949","2020-12-11","-33.611141646","18.5120876133",22,"needs_id","CC-BY-NC",FALSE,765515,"ctobserver"
"735",1,"https://www.inaturalist.org/observations/66680573",2020,"66680573",NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",1,"https://www.inaturalist.org/observations/66716000",2020,"66716000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",1,"https://www.inaturalist.org/observations/66758527",2020,"66758527","2020-10-30","8.8130008687","-82.9619060084",27,"needs_id","CC-BY-NC",FALSE,1067750,"cicciocostarica"
"738",1,"https://www.inaturalist.org/observations/66758530",2020,"66758530","2020-10-30","8.8130724333","-82.9618781805",78,"needs_id","CC-BY-NC",FALSE,41111,"cicciocostarica"
"739",0,"https://www.inaturalist.org/observations/66760179",2017,"66760179","2017-01-09","3.6235883333","-53.2093133333",0,"needs_id","CC-BY-NC",FALSE,41274,"sebsantpag"
"740",1,"https://www.inaturalist.org/observations/66777275",2020,"66777275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",1,"https://www.inaturalist.org/observations/66780703",2020,"66780703","2020-10-13","23.188255","-102.786055",10,"research","CC-BY-NC",FALSE,41301,"soyluisvargas"
"742",1,"https://www.inaturalist.org/observations/66783802",2020,"66783802","2020-09-10","22.8020341176","-102.5763594325",24,"research","CC-BY-NC",FALSE,74205,"soyluisvargas"
"743",1,"https://www.inaturalist.org/observations/66934117",2019,"66934117","2019-09-10","43.0191041152","47.2210023501",6968,"research","CC-BY-NC",FALSE,40691,"olly_levashova"
"744",0,"https://www.inaturalist.org/observations/66950704",2019,"66950704","2019-09-10","43.0123812708","47.3186227238",6968,"research","CC-BY-NC",FALSE,40573,"olly_levashova"
"745",0,"https://www.inaturalist.org/observations/66951209",2020,"66951209","2020-12-23","-26.7587712779","152.6728180487",1790,"needs_id","CC-BY-NC",FALSE,41226,"nadnat"
"746",1,"https://www.inaturalist.org/observations/66962336",2008,"66962336","2008-10-25","23.6860848","120.6207945",201,"research","CC-BY-NC",FALSE,74083,"thrashchang"
"747",1,"https://www.inaturalist.org/observations/66982316",2020,"66982316",NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",1,"https://www.inaturalist.org/observations/66989024",2018,"66989024","2018-04-14","24.9824346785","120.9730477092",199,"research","CC-BY-NC",FALSE,75231,"thrashchang"
"749",0,"https://www.inaturalist.org/observations/66989026",2018,"66989026","2018-10-18","23.620801","120.2612908",206,"research","CC-BY-NC",FALSE,40432,"thrashchang"
"750",0,"https://www.inaturalist.org/observations/66989027",2019,"66989027","2019-02-18","23.9182237","120.8850495",202,"research","CC-BY-NC",FALSE,74620,"thrashchang"
"751",0,"https://www.inaturalist.org/observations/67000688",2020,"67000688","2020-12-24","-26.478810011","27.4975659326",78,"needs_id","CC-BY-NC",FALSE,40268,"mwatts"
"752",1,"https://www.inaturalist.org/observations/67019470",2020,"67019470",NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",0,"https://www.inaturalist.org/observations/67032417",2020,"67032417","2020-12-24","20.00355555","-103.7794033333",13,"needs_id","CC-BY-NC",FALSE,40270,"esolana"
"754",1,"https://www.inaturalist.org/observations/67043850",2020,"67043850","2020-12-25","25.7681247794","-80.591775145",24,"research","CC-BY-NC",FALSE,74328,"reptileryan"
"755",1,"https://www.inaturalist.org/observations/67086161",2020,"67086161","2020-05-16","23.5687207632","120.8925644065",8,"needs_id","CC-BY",FALSE,765464,"mutolisp"
"756",0,"https://www.inaturalist.org/observations/67101975",2020,"67101975","2020-11-05","4.21283833","-74.85496333",0,"needs_id","CC-BY-NC",FALSE,40269,"herbertotalora"
"757",0,"https://www.inaturalist.org/observations/67102023",2020,"67102023","2020-11-05","4.21288","-74.855025",0,"research","CC-BY-NC",FALSE,40520,"herbertotalora"
"758",0,"https://www.inaturalist.org/observations/67111220",2020,"67111220","2020-12-23","-28.6064779282","151.8496638469",8,"needs_id","CC-BY",FALSE,75227,"hannatree"
"759",1,"https://www.inaturalist.org/observations/67156656",2020,"67156656",NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",1,"https://www.inaturalist.org/observations/67194308",2020,"67194308","2020-08-03","50.8412701023","8.7490407295",2,"needs_id","CC-BY-NC",FALSE,40355,"lorenz1989"
"761",0,"https://www.inaturalist.org/observations/67244819",2020,"67244819","2020-12-27","23.51750333","120.81036333",10,"research","CC-BY-NC",FALSE,74620,"thrashchang"
"762",0,"https://www.inaturalist.org/observations/67245111",2020,"67245111","2020-07-07","23.6335537684","120.6864259713",10,"research","CC-BY-NC",FALSE,897943,"thrashchang"
"763",1,"https://www.inaturalist.org/observations/67248111",2020,"67248111","2020-10-21","50.8812113373","15.8292237301",1777,"research","CC-BY-NC",FALSE,210400,"em7915"
"764",1,"https://www.inaturalist.org/observations/67251599",2020,"67251599",NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",0,"https://www.inaturalist.org/observations/67270893",2016,"67270893","2016-06-03","36.0445541861","-104.371176862",19,"research","CC-BY-NC",FALSE,40614,"kristenwarren"
"766",1,"https://www.inaturalist.org/observations/67274404",2016,"67274404","2016-07-16","36.0448057578","-104.3711873889",11,"needs_id","CC-BY-NC",FALSE,40270,"kristenwarren"
"767",1,"https://www.inaturalist.org/observations/67325857",2012,"67325857",NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",1,"https://www.inaturalist.org/observations/67396923",2015,"67396923","2015-07-17","43.7733431355","3.535534152",8,"research","CC-BY",FALSE,40415,"yvesbas"
"769",1,"https://www.inaturalist.org/observations/67396968",2015,"67396968","2015-07-15","43.7161990091","3.8479857514",15,"needs_id","CC-BY",FALSE,40364,"yvesbas"
"770",0,"https://www.inaturalist.org/observations/67400165",2013,"67400165","2013-02-28","10.9793765597","-84.3407253743",8,"needs_id","CC-BY-NC",FALSE,40301,"ericvandenberghe"
"771",0,"https://www.inaturalist.org/observations/67403746",2020,"67403746",NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",1,"https://www.inaturalist.org/observations/67416513",2017,"67416513","2017-06-17","44.0059141819","3.8064869757",63,"needs_id","CC-BY",FALSE,424254,"yvesbas"
"773",1,"https://www.inaturalist.org/observations/67431587",2016,"67431587","2016-03-27","9.2254","-11.198",50,"research","CC-BY-NC",FALSE,183180,"natalie"
"774",0,"https://www.inaturalist.org/observations/67455461",2005,"67455461","2005-11-19","8.04","-9.725",250,"research","CC-BY-NC",FALSE,74726,"careljongkind"
"775",1,"https://www.inaturalist.org/observations/67515325",2021,"67515325",NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",0,"https://www.inaturalist.org/observations/67520335",2020,"67520335",NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",1,"https://www.inaturalist.org/observations/67524922",2016,"67524922","2016-04-22","3.9104722222","-51.8423194444",5,"needs_id","CC-BY",FALSE,41006,"yvesbas"
"778",1,"https://www.inaturalist.org/observations/67524924",2016,"67524924","2016-04-22","3.9105583333","-51.8424388889",10,"needs_id","CC-BY",FALSE,41039,"yvesbas"
"779",1,"https://www.inaturalist.org/observations/67537034",2021,"67537034",NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",0,"https://www.inaturalist.org/observations/67581161",2015,"67581161","2015-08-31","27.930389579","-106.0237819328",488,"research","CC-BY-NC",FALSE,40614,"gerardo_eusebio_valdes"
"781",0,"https://www.inaturalist.org/observations/67581209",2015,"67581209","2015-09-05","27.9134555273","-106.0748967989",488,"research","CC-BY-NC",FALSE,40342,"gerardo_eusebio_valdes"
"782",0,"https://www.inaturalist.org/observations/67581316",2015,"67581316","2015-09-02","28.1727059277","-106.3857514183",488,"research","CC-BY-NC",FALSE,74205,"gerardo_eusebio_valdes"
"783",0,"https://www.inaturalist.org/observations/67581512",2015,"67581512","2015-08-31","27.9551642421","-106.0677115525",244,"research","CC-BY-NC",FALSE,40523,"gerardo_eusebio_valdes"
"784",1,"https://www.inaturalist.org/observations/67623",2012,"67623",NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",1,"https://www.inaturalist.org/observations/67649951",2021,"67649951","2021-01-05","0.2491529","101.9226187997",0,"needs_id","CC-BY-NC",FALSE,41372,"irfanarifin"
"786",1,"https://www.inaturalist.org/observations/67674297",2021,"67674297","2021-01-06","38.6346638889","-90.2324777778",0,"research","CC-BY-NC",FALSE,40629,"tockgoestick"
"787",0,"https://www.inaturalist.org/observations/67678744",2020,"67678744",NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",1,"https://www.inaturalist.org/observations/67684643",2021,"67684643",NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",0,"https://www.inaturalist.org/observations/67696008",2021,"67696008","2021-01-06","2.9855462222","16.2324491752",346,"research","CC-BY-NC",FALSE,41195,"sanghalodge"
"790",1,"https://www.inaturalist.org/observations/67729043",2019,"67729043",NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",1,"https://www.inaturalist.org/observations/67729170",2021,"67729170","2021-01-06","9.552845","-83.806825",65,"needs_id","CC-BY-NC",FALSE,41301,"askrenm"
"792",0,"https://www.inaturalist.org/observations/67748636",2021,"67748636",NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",0,"https://www.inaturalist.org/observations/67765115",2010,"67765115","2010-07-17","-8.6694611111","114.3849583333",0,"needs_id","CC-BY-NC",FALSE,40642,"manuel_ruedi"
"794",0,"https://www.inaturalist.org/observations/67765120",2010,"67765120","2010-07-17","-8.6778916667","114.3731638889",0,"needs_id","CC-BY-NC",FALSE,40642,"manuel_ruedi"
"795",0,"https://www.inaturalist.org/observations/67765121",2010,"67765121","2010-07-17","-8.6382883691","114.3811341704",0,"needs_id","CC-BY-NC",FALSE,40697,"manuel_ruedi"
"796",0,"https://www.inaturalist.org/observations/67765122",2010,"67765122","2010-07-17","-8.6778916667","114.3731638889",0,"research","CC-BY-NC",FALSE,40676,"manuel_ruedi"
"797",1,"https://www.inaturalist.org/observations/67797475",2019,"67797475","2019-08-26","38.9908916667","-114.2185444444",5,"research","CC-BY-NC",FALSE,68093,"euproserpinus"
"798",1,"https://www.inaturalist.org/observations/67797492",2019,"67797492","2019-08-27","38.939475","-114.41755",5,"research","CC-BY-NC",FALSE,40344,"euproserpinus"
"799",1,"https://www.inaturalist.org/observations/67797496",2019,"67797496","2019-08-27","38.93945","-114.4175861111",5,"research","CC-BY-NC",FALSE,41301,"euproserpinus"
"800",1,"https://www.inaturalist.org/observations/67797497",2019,"67797497","2019-08-27","38.9392083333","-114.4181888889",5,"research","CC-BY-NC",FALSE,40354,"euproserpinus"
"801",1,"https://www.inaturalist.org/observations/67797502",2019,"67797502","2019-08-29","38.8762027778","-114.1175222222",5,"research","CC-BY-NC",FALSE,40629,"euproserpinus"
"802",0,"https://www.inaturalist.org/observations/67815937",2012,"67815937",NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",0,"https://www.inaturalist.org/observations/67911653",2009,"67911653",NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",0,"https://www.inaturalist.org/observations/67916035",2021,"67916035","2021-01-06","-33.4826211139","22.0276034074",249,"research","CC-BY-NC",FALSE,765515,"mdevill"
"805",1,"https://www.inaturalist.org/observations/67923139",2012,"67923139",NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",1,"https://www.inaturalist.org/observations/67932454",2015,"67932454","2015-12-20","-33.572884","-70.404336",1950,"research","CC-BY",FALSE,74475,"delafuentedario"
"807",0,"https://www.inaturalist.org/observations/67936223",2021,"67936223","2021-01-10","15.7760914415","-87.4606535659",15,"research","CC-BY-NC",FALSE,765494,"delmer"
"808",1,"https://www.inaturalist.org/observations/67952438",2020,"67952438","2020-08-05","46.2948497973","8.0766913721",45,"needs_id","CC-BY-NC",FALSE,40281,"chirosphera"
"809",0,"https://www.inaturalist.org/observations/67967445",2020,"67967445",NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",0,"https://www.inaturalist.org/observations/67971977",2019,"67971977",NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",0,"https://www.inaturalist.org/observations/67972563",2012,"67972563","2012-08-28","50.5948417336","8.6676027628",2,"needs_id","CC-BY-NC",FALSE,40355,"martin_de_jong"
"812",1,"https://www.inaturalist.org/observations/68021007",2016,"68021007","2016-04-26","3.803177572","-51.8882543692",61,"research","CC-BY",FALSE,41200,"yvesbas"
"813",1,"https://www.inaturalist.org/observations/68021008",2016,"68021008","2016-04-26","3.803177572","-51.8882543692",61,"research","CC-BY",FALSE,210099,"yvesbas"
"814",1,"https://www.inaturalist.org/observations/68021009",2016,"68021009","2016-04-26","3.803177572","-51.8882543692",61,"research","CC-BY",FALSE,41200,"yvesbas"
"815",1,"https://www.inaturalist.org/observations/68034187",2000,"68034187","2000-10-05","33.394561579","-114.0154478018",4,"research","CC-BY-NC",FALSE,40614,"linpiest"
"816",0,"https://www.inaturalist.org/observations/68043429",2020,"68043429","2020-12-26","-0.0886644877","37.0125589926",5154,"needs_id","CC-BY-NC",FALSE,41226,"karisiasafaris"
"817",0,"https://www.inaturalist.org/observations/68043528",2021,"68043528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",0,"https://www.inaturalist.org/observations/68044403",2021,"68044403","2021-01-13","2.9858373105","16.2322937321",522,"needs_id","CC-BY-NC",FALSE,41184,"sanghalodge"
"819",0,"https://www.inaturalist.org/observations/68053629",2014,"68053629","2014-03-01","5.199505","-74.886835",3284,"needs_id","CC-BY-NC",FALSE,41109,"camilahernandezpuentes"
"820",0,"https://www.inaturalist.org/observations/68064417",2020,"68064417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",0,"https://www.inaturalist.org/observations/68072990",2021,"68072990","2021-01-14","19.7683579722","-98.8227729722",0,"needs_id","CC-BY-NC",FALSE,846197,"tari"
"822",1,"https://www.inaturalist.org/observations/68096241",2016,"68096241","2016-04-27","3.9774543505","-51.8842195074",217,"research","CC-BY",FALSE,41110,"yvesbas"
"823",1,"https://www.inaturalist.org/observations/68096242",2016,"68096242","2016-04-27","3.9774543505","-51.8842195074",217,"research","CC-BY",FALSE,40995,"yvesbas"
"824",1,"https://www.inaturalist.org/observations/68096300",2016,"68096300","2016-04-27","3.9774543505","-51.8842195074",217,"research","CC-BY",FALSE,41078,"yvesbas"
"825",1,"https://www.inaturalist.org/observations/68096301",2016,"68096301","2016-04-27","3.9774543505","-51.8842195074",217,"research","CC-BY",FALSE,41110,"yvesbas"
"826",1,"https://www.inaturalist.org/observations/68096302",2016,"68096302","2016-04-27","3.9774543505","-51.8842195074",217,"research","CC-BY",FALSE,41153,"yvesbas"
"827",1,"https://www.inaturalist.org/observations/68096993",2016,"68096993","2016-04-28","3.9628981514","-51.8598409097",488,"research","CC-BY",FALSE,41105,"yvesbas"
"828",1,"https://www.inaturalist.org/observations/68096994",2016,"68096994","2016-04-28","3.9628981514","-51.8598409097",488,"research","CC-BY",FALSE,41153,"yvesbas"
"829",1,"https://www.inaturalist.org/observations/68096995",2016,"68096995","2016-04-28","3.9628981514","-51.8598409097",488,"research","CC-BY",FALSE,41050,"yvesbas"
"830",1,"https://www.inaturalist.org/observations/68097024",2016,"68097024","2016-04-28","3.9628981514","-51.8598409097",488,"research","CC-BY",FALSE,41050,"yvesbas"
"831",1,"https://www.inaturalist.org/observations/68097025",2016,"68097025","2016-04-28","3.9628981514","-51.8598409097",488,"research","CC-BY",FALSE,210099,"yvesbas"
"832",1,"https://www.inaturalist.org/observations/68097026",2016,"68097026","2016-04-28","3.9628981514","-51.8598409097",488,"research","CC-BY",FALSE,41126,"yvesbas"
"833",1,"https://www.inaturalist.org/observations/68097045",2016,"68097045","2016-04-28","3.9628981514","-51.8598409097",488,"research","CC-BY",FALSE,41105,"yvesbas"
"834",1,"https://www.inaturalist.org/observations/68097046",2016,"68097046","2016-04-28","3.9628981514","-51.8598409097",488,"research","CC-BY",FALSE,41050,"yvesbas"
"835",0,"https://www.inaturalist.org/observations/68102428",2017,"68102428",NA,NA,NA,NA,NA,NA,NA,NA,NA
"836",1,"https://www.inaturalist.org/observations/68105326",2020,"68105326","2020-07-30","54.5190158742","20.4895720254",0,"research","CC-BY-NC",FALSE,40308,"alexanderyuz"
"837",1,"https://www.inaturalist.org/observations/68105327",2020,"68105327","2020-07-30","54.5611183569","20.4671763824",0,"research","CC-BY-NC",FALSE,40364,"alexanderyuz"
"838",1,"https://www.inaturalist.org/observations/68105328",2020,"68105328","2020-08-03","54.555463","20.530637",0,"research","CC-BY-NC",FALSE,40572,"alexanderyuz"
"839",1,"https://www.inaturalist.org/observations/68155190",2021,"68155190","2021-01-16","45.8448516415","2.1203654273",2691,"needs_id","CC0",FALSE,40270,"pablowoodlife"
"840",1,"https://www.inaturalist.org/observations/68163061",2021,"68163061",NA,NA,NA,NA,NA,NA,NA,NA,NA
"841",0,"https://www.inaturalist.org/observations/68163688",2020,"68163688","2020-02-19","31.8849262304","35.0777040828",15,"research","CC-BY-NC",FALSE,40383,"abedalsalam"
"842",1,"https://www.inaturalist.org/observations/68167944",2021,"68167944","2021-01-16","36.32097","-79.905845",4,"research","CC-BY-NC",FALSE,40629,"philipstringer"
"843",0,"https://www.inaturalist.org/observations/68171300",2021,"68171300","2021-01-11","8.9983836236","-79.5701776072",1166,"research","CC-BY-NC",FALSE,74262,"melky_89"
"844",0,"https://www.inaturalist.org/observations/68208365",2014,"68208365","2014-04-11","11.500778995","-84.2033920728",244,"research","CC-BY-NC",FALSE,75212,"ericvandenberghe"
"845",0,"https://www.inaturalist.org/observations/68256351",2016,"68256351","2016-07-10","20.7132608899","-103.4489351855",39,"research","CC-BY-NC-SA",FALSE,41143,"emmguevara"
"846",0,"https://www.inaturalist.org/observations/68258008",2012,"68258008","2012-11-11","19.4979507961","-103.6877419721",60,"research","CC-BY-NC-SA",FALSE,74602,"emmguevara"
"847",0,"https://www.inaturalist.org/observations/68287235",2014,"68287235","2014-04-08","11.4692420606","-83.8803167677",15,"research","CC-BY-NC",FALSE,74161,"ericvandenberghe"
"848",0,"https://www.inaturalist.org/observations/68326915",2013,"68326915","2013-10-18","11.4738134184","-83.8777335389",488,"research","CC-BY-NC",FALSE,41078,"ericvandenberghe"
"849",0,"https://www.inaturalist.org/observations/68343888",2013,"68343888","2013-03-08","35.0503659006","36.0649009421",5,"research","CC-BY-NC",FALSE,40695,"yaman436"
"850",0,"https://www.inaturalist.org/observations/68356527",2013,"68356527","2013-10-22","11.5357982503","-84.2682188562",977,"research","CC-BY-NC",FALSE,41012,"ericvandenberghe"
"851",0,"https://www.inaturalist.org/observations/68356528",2013,"68356528","2013-10-22","11.5331071365","-84.2723387292",977,"needs_id","CC-BY-NC",FALSE,41093,"ericvandenberghe"
"852",0,"https://www.inaturalist.org/observations/68357442",2013,"68357442","2013-10-20","11.5602863614","-83.9961342464",977,"needs_id","CC-BY-NC",FALSE,210142,"ericvandenberghe"
"853",0,"https://www.inaturalist.org/observations/68357443",2013,"68357443","2013-10-20","11.5589409252","-84.0036863742",977,"needs_id","CC-BY-NC",FALSE,210142,"ericvandenberghe"
"854",0,"https://www.inaturalist.org/observations/68357444",2013,"68357444","2013-10-20","11.5629772144","-83.9940712624",977,"needs_id","CC-BY-NC",FALSE,210142,"ericvandenberghe"
"855",1,"https://www.inaturalist.org/observations/68361610",2013,"68361610","2013-11-09","32.8108401434","131.5569039155",4,"needs_id","CC-BY-NC",FALSE,74892,"taisha568"
"856",0,"https://www.inaturalist.org/observations/68367527",2013,"68367527","2013-10-18","11.4478782506","-83.8937724854",1953,"research","CC-BY-NC",FALSE,74518,"ericvandenberghe"
"857",0,"https://www.inaturalist.org/observations/68367542",2013,"68367542","2013-12-02","11.4683184084","-83.879161033",244,"research","CC-BY-NC",FALSE,75181,"ericvandenberghe"
"858",0,"https://www.inaturalist.org/observations/68368774",2014,"68368774","2014-04-11","11.4754205767","-83.8839204894",977,"research","CC-BY-NC",FALSE,40635,"ericvandenberghe"
"859",0,"https://www.inaturalist.org/observations/68368777",2013,"68368777","2013-10-20","11.5689408566","-84.0322359191",977,"needs_id","CC-BY-NC",FALSE,41093,"ericvandenberghe"
"860",0,"https://www.inaturalist.org/observations/68368778",2013,"68368778","2013-10-22","11.5749950524","-84.0315492736",977,"needs_id","CC-BY-NC",FALSE,41093,"ericvandenberghe"
"861",0,"https://www.inaturalist.org/observations/68368779",2014,"68368779","2014-04-09","11.4639807124","-83.8852937804",977,"research","CC-BY-NC",FALSE,41371,"ericvandenberghe"
"862",0,"https://www.inaturalist.org/observations/68368782",2013,"68368782","2013-10-20","11.5716316265","-84.0331446643",977,"needs_id","CC-BY-NC",FALSE,210142,"ericvandenberghe"
"863",0,"https://www.inaturalist.org/observations/68395207",2013,"68395207","2013-10-18","11.469468157","-83.8780301836",61,"research","CC-BY-NC",FALSE,41078,"ericvandenberghe"
"864",0,"https://www.inaturalist.org/observations/68395208",2013,"68395208","2013-10-18","11.468886315","-83.8797611016",488,"research","CC-BY-NC",FALSE,41077,"ericvandenberghe"
"865",1,"https://www.inaturalist.org/observations/68405558",2021,"68405558",NA,NA,NA,NA,NA,NA,NA,NA,NA
"866",1,"https://www.inaturalist.org/observations/68411447",2020,"68411447","2020-12-11","9.5798396944","-85.1372299167",0,"research","CC-BY-NC",FALSE,41200,"calulovenegas"
"867",1,"https://www.inaturalist.org/observations/68411858",2020,"68411858","2020-12-12","9.5803265997","-85.1251532997",0,"research","CC-BY-NC",FALSE,41126,"calulovenegas"
"868",0,"https://www.inaturalist.org/observations/68414510",2000,"68414510",NA,NA,NA,NA,NA,NA,NA,NA,NA
"869",0,"https://www.inaturalist.org/observations/68420911",2020,"68420911",NA,NA,NA,NA,NA,NA,NA,NA,NA
"870",0,"https://www.inaturalist.org/observations/68421578",2011,"68421578","2011-09-14","45.6470615724","19.5199543425",525,"research","CC-BY",FALSE,40415,"yvesbas"
"871",1,"https://www.inaturalist.org/observations/68437170",2020,"68437170","2020-05-23","24.037617","120.543973",65,"research","CC-BY-NC",FALSE,74892,"zachcheng"
"872",1,"https://www.inaturalist.org/observations/68442034",2021,"68442034","2021-01-21","-34.6657093498","150.1202935463",537,"needs_id","CC-BY-NC",FALSE,40544,"caliologist"
"873",1,"https://www.inaturalist.org/observations/68442035",2021,"68442035","2021-01-19","-34.6907663465","150.1377359632",537,"research","CC-BY-NC",FALSE,40558,"caliologist"
"874",1,"https://www.inaturalist.org/observations/68442036",2021,"68442036","2021-01-19","-34.7381014474","150.0075979275",537,"research","CC-BY-NC",FALSE,40557,"caliologist"
"875",1,"https://www.inaturalist.org/observations/68442037",2021,"68442037","2021-01-19","-34.7660023435","150.0879045564",537,"needs_id","CC-BY-NC",FALSE,40543,"caliologist"
"876",1,"https://www.inaturalist.org/observations/68442038",2021,"68442038","2021-01-20","-34.6193600871","150.0402310496",537,"needs_id","CC-BY-NC",FALSE,75224,"caliologist"
"877",1,"https://www.inaturalist.org/observations/68443732",2021,"68443732","2021-01-20","-34.7400082847","150.0947368675",930,"research","CC-BY-NC",FALSE,40557,"caliologist"
